"Показник","Базисний період","Територіальний розріз","Тип товарів і послуг","Періодичність","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Судинорозширювальні засоби імпортні","Місячна","76.9","76.76","77.04","78.11","79.74","79.93","80.82","82.25","84","85.59","84.94","85.87","90.2","90.97","92.02","92.89"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Жарознижувальні та знеболювальні препарати вітчизняні","Місячна","23.52","24.33","24.89","24.94","25.41","25.7","24.67","25.28","25.49","26.38","27.15","27.83","29.1","29.47","28.61","28.61"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Жарознижувальні та знеболювальні препарати імпортні","Місячна","29.89","29.79","29.76","30.34","29.97","30.01","30.07","30.09","30.45","30.44","31.62","32.44","32.73","32.86","34.73","34.94"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Стоматологічні послуги","Місячна","823.12","850.56","850.56","859.11","867.11","875.18","875.18","889.91","889.91","889.91","901.7","927.21","1043.24","1037.54","1037.54","1045.43"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Бензин А-92","Місячна","46.99","46.66","48.19","50.99","51.26","52.42","52.86","52.64","52.64","52.64","52.39","52.27","53.06","53.32","53.13","52.83"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Бензин А-95","Місячна","50.43","50.49","51.88","54.32","55.13","56.2","56.71","56.44","56.43","56.01","55.53","55.39","56.33","56.79","56.53","55.68"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Дизельне пальне","Місячна","51.07","50.95","52.25","54.28","52.82","52.38","52.58","52.68","52.65","52.05","51.85","51.69","53.09","54.2","54.06","53.05"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Газ скраплений для автомобілів","Місячна","28.39","26.79","27.7","27.86","26.39","25.96","26.43","27.54","30.35","33.62","34.41","34.88","36.18","36.88","36.7","35.3"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Проїзд у міському транспорті","Місячна","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Дошкільна освіта","Місячна","136.52","137.23","137.23","137.23","137.23","137.23","137.23","137.23","137.23","137.23","137.23","137.23","68.26","68.26","68.26","68.26"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Рівненська","Послуги у сфері страхування особистого транспорту","Місячна","1587.86","1593.45","1593.45","1593.45","1593.45","1674.9","1749.28","1799.82","1799.82","1799.82","1922.78","1922.78","3881.51","3739.89","3952.21","4050.12"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Сумська","Рис","Місячна","49.72","50.03","50.19","49.51","49.88","50.31","52.49","53.27","53.3","54.67","54.67","55.35","55.05","55.05","55.21","54.52"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Сумська","Хліб пшеничний з борошна вищого ґатунку","Місячна","44.7","44.7","44.43","44.43","45.08","45.91","47.23","48.15","48.54","48.88","49.74","50.54","48.38","48.75","49.4","50.41"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Сумська","Хліб пшеничний з борошна першого ґатунку","Місячна","33.57","33.57","33","33","33.28","34.09","35.93","36.21","36.83","37.69","37.7","38.66","35.32","36.03","36.3","36.3"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Сумська","Хліб житній, житньо-пшеничний","Місячна","32.74","32.74","32.74","32.74","33.31","33.99","35.24","35.78","36.06","36.39","37.79","38.15","38.95","38.95","39.31","40.54"
"Середні споживчі ціни на товари (послуги)","Не застосовується","Сумська","Батон","Місячна","24.33","24.33","24.33","24.33","24.53","24.98","25.61","26.02","26.21","26.91","27.29","28.21","25.6","26.06","26.06","26.06"
